 2024-11-19	11:16:31	XNoDosimeter	RNoRod	-14.301	5.910	7.444	24.630
 2025-01-27	10:25:24	XA010898416	RnoRod	1337	1337	1337	1337 2025-02-18	11:40:49	XA01004854K	R-54	1337	1337	1337	1337
 2025-03-05	09:05:55	XA013668626	Rnorod	1337	1337	1337	1337
 2025-03-12	09:39:17	XA01134549A	R-85	1337	1337	1337	1337
 2025-03-25	09:25:51	XA00747006L	R-131	1337	1337	1337	1337
 2025-04-08	09:05:24	XA02731744B	R-168	1337	1337	1337	1337
 2025-04-23	11:15:57	XA007493758	R-205	1337	1337	1337	1337
 2025-07-02	11:06:38	XA00950533H	R-468	1337	1337	1337	1337
 2025-07-17	11:37:52	XA01372261M	R-503	-97.185	2.718	1.037	33.070
 2025-08-27	13:07:24	XA007704098	R-587	-99.415	0.912	1.909	33.086
 2025-09-10	11:33:12	XA01512372R	R-623	1337	1337	1337	1337
 2025-10-21	10:12:50	XnoDosimeter	Rnorod	-99.819	2.195	2.072	23.676
