 2024-11-05	12:32:54	XNoDosimeter	RRodNumber	+1.1704 mWC 

 2025-03-12	09:46:05	XA025118297	R-21	1337 nonunits
 2025-03-25	09:30:24	XA02530106Q	R-130	1337 nonunits
 2025-04-08	09:14:44	XA008499820	R-144	1337 nonunits
 2025-04-23	10:56:05	XA000986643	R-245	1337 nonunits
 2025-05-07	09:46:01	XA029039184	R-308	1337 nonunits
 2025-05-07	09:54:21	XnoDosimeter	Rnorod	+1.1533 mWC 

 2025-05-21	10:27:18	XA00547780D	R-377	+1.1620 mWC 

 2025-06-11	10:28:27	XA00701295O	R-382	+1.1580 mWC 

 2025-07-02	11:14:37	XA00920860K	R-458	1337 nonunits
 2025-07-17	12:06:31	XA03254025L	R-519	+1.1501 mWC 
