 2024-11-05	15:34:09	XNODOSIMETER	R	+1.1728 mWC 
 2025-03-12	09:12:44	XA00751004T	R-33	1337 nonunits
 2025-03-25	09:14:46	XA00569647Z	R-91	1337 nonunits
 2025-04-08	08:42:02	XA00803297H	R-153	1337 nonunits
 2025-04-23	11:29:10	XA007814954	R-242	1337 nonunits
 2025-05-07	11:23:35	XA019189915	R-316	+1.1623 mWC 
 2025-05-21	12:59:07	XA01429076H	R-354	+1.1619 mWC 
 2025-06-11	12:31:25	XA00992046A	R-411	1337 nonunits
 2025-06-17	10:42:32	XnoDosimeter	Rnorod	+1.1601 mWC 
 2025-07-02	10:47:30	XA009415297	R-470	1337 nonunits
