 2024-12-04	15:54:20	XNoDosimeter	RNoRod	-16.859	-165.403	53.640	23.793
 2025-03-12	10:07:41	XA00071249E	R-16	1337	1337	1337	1337
 2025-03-25	09:51:49	XA001211621	R-14	1337	1337	1337	1337
 2025-04-08	09:31:52	XA00636841F	R-191	1337	1337	1337	1337
 2025-04-23	12:02:00	XA01353630M	R-234	1337	1337	1337	1337
 2025-05-07	09:36:12	XA01515520T	R-273	1337	1337	1337	1337
 2025-06-17	11:26:42	XA00865108C	R-439	1337	1337	1337	1337
 2025-07-02	10:04:23	XA04105780J	R-498	1337	1337	1337	1337
 2025-07-30	13:21:30	XA02735112Q	R-554	4.537	-178.726	56.182	31.335
 2025-08-27	08:32:57	XA01024064V	R-593	4.789	-174.137	59.741	30.935
 2025-09-10	11:58:51	XA00895574Z	R-654	1337	1337	1337	1337
 2025-10-21	11:58:26	XnoDosimeter	Rnorod	1.937	-179.479	63.857	28.362
