 2024-11-05	15:02:56	XNoDosimeter	RNoRod	+1.0804 mWC 
 2025-01-27	10:23:21	XA00862061P	RnoRod	1337 nonunit 2025-02-18	11:37:19	XA00900006Y	R-8	1337 nonunits
 2025-03-05	09:04:23	XA00930395F	Rnorod	1337 nonunits
 2025-03-12	09:37:31	XA002796090	R-84	1337 nonunits
 2025-03-25	09:25:08	XA000298676	R-95	1337 nonunits
 2025-04-08	09:04:19	XA01795839M	R-150	1337 nonunits
 2025-04-23	11:18:21	XA00290482F	R-248	1337 nonunits
 2025-05-07	10:46:23	XA01526350R	R-269	
 2025-05-07	10:49:21	XA01526350R	R-269	+1.0774 mWC 

 2025-05-21	11:42:47	XA00997014C	R-380	+1.0758 mWC 

 2025-06-11	11:41:36	XA02149041R	R-395	+1.0765 mWC 

 2025-06-17	11:37:48	XnoDosimeter	Rnorod	+1.0780 mWC 

 2025-07-02	11:05:45	XA00743642H	R-459	1337 nonunits
 2025-07-17	11:13:32	XA01364404I	R-515	+1.0699 mWC 
