 2024-11-19	16:55:54	XNoDosimeter	RNoRod	-7.846	-71.897	11.574	23.992
 2025-03-12	10:13:30	XA00563217G	R-44	1337	1337	1337	1337
 2025-03-25	09:46:07	XA02137891A	R-117	1337	1337	1337	1337
 2025-04-08	09:37:58	XA00553485B	R-164	1337	1337	1337	1337
 2025-04-23	12:05:41	XA007641878	R-216	1337	1337	1337	1337
 2025-05-07	09:41:11	XA00595847T	R-283	1337	1337	1337	1337
 2025-06-17	11:31:20	XA01966073D	R-426	1337	1337	1337	1337
 2025-07-02	09:58:58	XA00856640F	R-484	1337	1337	1337	1337
 2025-07-30	12:34:53	XA00828100X	R-550	-17.627	-77.701	1.765	31.348
 2025-08-27	07:57:42	XA00629780E	R-609	-18.114	-78.164	1.670	30.349
 2025-09-10	11:54:55	XA009275576	R-678	1337	1337	1337	1337
 2025-10-21	11:11:44	XnoDosimeter	Rnorod	-18.126	-78.470	2.896	27.034
