 2024-11-07	13:50:36	XNoDosimeter	RNoRod	-30.528	-5.495	4.926	24.242
 2025-03-12	10:09:09	XA00151097K	R-46	1337	1337	1337	1337
 2025-03-25	09:49:36	XA00615764E	R-94	1337	1337	1337	1337
 2025-04-08	09:33:16	XA024650886	R-143	1337	1337	1337	1337
 2025-04-23	12:02:29	XA018087194	R-244	1337	1337	1337	1337
 2025-05-07	09:36:51	XA00757083H	R-262	1337	1337	1337	1337
 2025-06-17	11:27:19	XA01872787T	R-420	1337	1337	1337	1337
 2025-07-02	10:02:36	XA017568525	R-472	1337	1337	1337	1337
 2025-07-30	13:02:05	XA02007860M	R-533	-186.896	-8.118	-3.834	30.887
 2025-08-27	08:16:49	XA02074274E	R-595	-186.661	-8.861	-3.855	30.743
 2025-09-10	11:56:51	XA02896676O	R-672	1337	1337	1337	1337
 2025-10-21	11:35:43	XnoDosimeter	Rnorod	-187.216	-7.798	-3.466	27.350
