 2024-11-22	14:51:33	XNoDosimeter	RNoRod	-20.913	2.160	5.780	24.159
 2025-03-12	10:38:31	XA00607746C	R-41	1337	1337	1337	1337
 2025-03-25	10:10:48	XA00822711O	R-88	1337	1337	1337	1337
 2025-04-08	09:58:52	XA005799215	R-174	1337	1337	1337	1337
 2025-04-23	11:39:44	XA00010729J	R-217	1337	1337	1337	1337
 2025-05-21	13:16:10	XA01351771G	R-326	1337	1337	1337	1337
 2025-06-17	12:12:08	XA00369280J	R-402	1337	1337	1337	1337
 2025-07-02	10:45:34	XA02553241N	R-487	1337	1337	1337	1337
 2025-07-30	10:42:57	XA00658072K	R-560	-39.165	-0.859	-0.203	31.571
 2025-08-27	10:27:58	XA02336570J	R-607	-39.972	-0.833	0.010	31.526
 2025-09-10	11:10:43	XA014681982	R-662	1337	1337	1337	1337
 2025-10-29	11:07:48	XnoDosimeter	Rnorod	-40.381	-1.130	0.083	28.072
