 2024-11-21	10:21:56	XNoDosimeter	RNoRod	-21.537	-3.186	5.027	24.003
 2025-01-27	10:21:05	XA00558841A	RnoRod	1337	1337	1337	1337 2025-02-18	11:36:52	XA02041286I	R-70	1337	1337	1337	1337
 2025-03-05	09:04:09	XA02888723X	Rnorod	1337	1337	1337	1337
 2025-03-12	09:36:28	XA00855430L	R-122	1337	1337	1337	1337
 2025-03-25	09:24:40	XA027577912	R-15	1337	1337	1337	1337
 2025-04-08	09:03:42	XA00008746H	R-160	1337	1337	1337	1337
 2025-04-23	11:17:33	XA02537977U	R-220	1337	1337	1337	1337
 2025-07-02	11:04:21	XA01115708F	R-448	1337	1337	1337	1337
 2025-07-17	11:22:51	XA00244338G	R-531	-133.766	-13.460	-1.151	32.822
 2025-08-27	12:53:21	XA00012929D	R-585	-133.440	-5.169	-1.100	32.318
 2025-09-10	11:38:33	XA00819384E	R-644	1337	1337	1337	1337
 2025-10-21	10:42:52	XnoDosimeter	Rnorod	-133.882	-6.460	-1.083	23.855
