 2024-11-05	12:04:21	Xnodosimeter	RNoRod	+1.0407 mWC 
 2025-01-27	10:26:54	XA00798744W	RnoRod	1337 nonunit 2025-02-18	11:41:23	XA02011970N	R-64	1337 nonunits
 2025-03-05	09:06:09	XA00935820H	Rnorod	1337 nonunits
 2025-03-12	09:42:12	XA00909968X	R-109	1337 nonunits
 2025-03-25	09:27:14	XA020757933	R-107	1337 nonunits
 2025-04-08	09:05:50	XA00120686I	R-179	1337 nonunits
 2025-04-23	11:16:41	XA029134893	R-237	1337 nonunits
 2025-05-07	10:35:39	XA01864621D	R-279	+1.0380 mWC 
 2025-05-21	11:25:11	XA006885443	R-321	+1.0392 mWC 
