 2024-11-20	12:37:24	XNoDosimeter	RNoRod	-8.298	78.468	-22.530	22.875
 2025-01-27	10:00:46	XA01185001T	RnoRod	1337	1337	1337	1337
 2025-02-18	11:19:47	XA01184525A	R-56	1337	1337	1337	1337
 2025-03-05	09:33:03	XA00860632G	Rnorod	1337	1337	1337	1337
 2025-03-12	09:29:19	XA022908724	R-92	1337	1337	1337	1337
 2025-03-25	09:10:10	XA04136520M	R-120	1337	1337	1337	1337
 2025-04-08	08:52:26	XA008842566	R-199	1337	1337	1337	1337
 2025-04-23	11:25:02	XA01660940D	R-256	1337	1337	1337	1337
 2025-07-02	10:51:24	XA02908372H	R-465	1337	1337	1337	1337
 2025-07-17	10:41:07	XA00185331M	R-524	6.489	90.077	-41.781	32.962
 2025-08-27	12:02:45	XA00246088F	R-588	-2.106	92.317	-43.508	30.520
 2025-09-10	11:40:42	XA01482138A	R-629	1337	1337	1337	1337
 2025-10-21	10:51:05	XnoDosimeter	Rnorod	-3.295	95.352	-43.937	23.692
