 2024-11-07	13:42:12	XNoDosimeter	RNoRod	-27.253	-3.997	5.519	24.327
 2025-03-12	10:09:09	XA00151097K	R-46	1337	1337	1337	1337
 2025-03-25	09:49:36	XA00615764E	R-94	1337	1337	1337	1337
 2025-04-08	09:33:16	XA024650886	R-143	1337	1337	1337	1337
 2025-04-23	12:02:29	XA018087194	R-244	1337	1337	1337	1337
 2025-05-07	09:36:51	XA00757083H	R-262	1337	1337	1337	1337
 2025-06-17	11:27:19	XA01872787T	R-420	1337	1337	1337	1337
 2025-07-02	10:02:36	XA017568525	R-472	1337	1337	1337	1337
 2025-07-30	13:00:22	XA02007860M	R-533	-165.959	-5.387	-0.953	31.086
 2025-08-27	08:15:49	XA02074274E	R-595	-165.836	-7.032	-2.212	30.714
 2025-09-10	11:56:51	XA02896676O	R-672	1337	1337	1337	1337
 2025-10-21	11:34:23	XnoDosimeter	Rnorod	-166.010	-6.784	-1.265	27.724
